episodenbr,title,weekday,broadcastdate,broadcasthour,duration,views,share,AI,chart,summary
535,Full Circle: Part Two,Sat,1 Nov 1980,5:42pm,00:22:11,3.70m,,,170,The Doctor and K-9 are stranded when the TARDIS is stolen by the Marshmen. Romana encounters the Outlers who are regretting their decision not to return to the Starliner.
536,Full Circle: Part Three,Sat,8 Nov 1980,5:42pm,00:22:00,5.90m,,,115,Romana has been infected by the bite of a marsh spider and the Doctor discovers that the ruling Deciders have been perpetuating a lie to their own people.
537,Full Circle: Part Four,Sat,15 Nov 1980,5:40pm,00:24:16,5.50m,,65.0,127,The Marshmen are on the rampage through the ship and the Doctor finally uncovers the tragic truth of the Starliner.
538,State of Decay: Part One,Sat,22 Nov 1980,5:42pm,00:22:24,5.80m,,,119,The TARDIS lands on a world in E-Space where the primitive inhabitants live in fear of the Three Who Rule.
539,State of Decay: Part Two,Sat,29 Nov 1980,5:41pm,00:23:16,5.30m,,,136,The Doctor and Romana are taken to the tower and meet the three mysterious rulers. But an ancient evil slumbers beneath their feet.
540,State of Decay: Part Three,Sat,6 Dec 1980,5:40pm,00:24:13,4.40m,,,145,Adric is taken prisoner by the three vampire rulers. The Doctor discovers that they are facing a mighty foe from Time Lord history.
541,State of Decay: Part Four,Sat,13 Dec 1980,5:39pm,00:24:54,5.40m,,69.0,125,"As the Great Vampire begins to awaken from his long sleep, the Doctor formulates a desperate plan to defeat the ancient enemy of his people."
542,Warriors' Gate: Part One,Sat,3 Jan 1981,5:20pm,00:22:54,7.10m,,59.0,88,"The TARDIS is drawn into an empty white void, somewhere between universes. But they are not the only ones trapped there."
543,Warriors' Gate: Part Two,Sat,10 Jan 1981,5:09pm,00:23:47,6.70m,,,93,"When Rorvik learns that Romana is a time sensitive, he takes her prisoner, forcing her to find a way out of the void. The Doctor attempts to discover what lies beyond the mirror."
544,Warriors' Gate: Part Three,Sat,17 Jan 1981,5:11pm,00:22:15,8.30m,,,59,"As the void begins to shrink around them, Rorvik plans to take desperate measures to escape through the mirror. The Doctor discovers the dark secret of the Tharils' past."
545,Warriors' Gate: Part Four,Sat,24 Jan 1981,5:09pm,00:24:53,7.80m,,59.0,69,"With the void collapsing around them, time is running out. Rorvik ignores the Doctor's warnings and takes a desperate gamble which could have fatal consequences."
546,The Keeper of Traken: Part One,Sat,31 Jan 1981,5:09pm,00:24:05,7.60m,,,72,"The Keeper of Traken is nearing the end of his long reign. Fearing a terrible evil is about to threaten the peace and harmony of his world, he requests the Doctor's help."
547,The Keeper of Traken: Part Two,Sat,7 Feb 1981,5:08pm,00:24:50,6.10m,,,106,"As Melkur begins to return to life, he manipulates Kassia into doing its bidding. The Doctor and Adric are held responsible for the evil that has come to Traken."
548,The Keeper of Traken: Part Three,Sat,14 Feb 1981,5:09pm,00:23:49,5.20m,,,112,The Keeper nears the end of his life and Melkur is poised to take control of the all-powerful source manipulator.
549,The Keeper of Traken: Part Four,Sat,21 Feb 1981,5:12pm,00:25:11,6.10m,,63.0,103,"Melkur has become the new Keeper of Traken and begins to access the source manipulator. As the Doctor takes steps to stop him, he discovers the frightening truth about his enemy."
550,Logopolis: Part One,Sat,28 Feb 1981,5:09pm,00:24:32,7.10m,,,84,"Deciding to repair the TARDIS' chameleon circuit, the Doctor goes to Earth to find a real police box. But an old enemy is one step ahead of him."
551,Logopolis: Part Two,Sat,7 Mar 1981,5:09pm,00:24:03,7.70m,,61.0,57,"The Doctor, aware that his time may soon be ending, travels to the Logopolis where a series of fateful events are set in motion."
552,Logopolis: Part Three,Sat,14 Mar 1981,5:11pm,00:24:32,5.80m,,,102,The Master is loose on Logopolis and is determined to learn its secret. But there is more at stake than he realises and his meddling has endangered the entire universe.
553,Logopolis: Part Four,Sat,21 Mar 1981,5:09pm,00:25:10,6.10m,,65.0,97,"With the fate of the universe hanging in the balance, the Doctor and the Master are forced to return to Earth and carry out their plan. But for the Fourth Doctor, it's the end"
554,Castrovalva: Part One,Mon,4 Jan 1982,6:56pm,00:24:14,9.10m,,,54,"The Doctor tries to recuperate within the Zero Room, leaving Nyssa, Adric and Tegan to face the Master. Then Adric is taken and the TARDIS plunges towards Event One..."
555,Castrovalva: Part Two,Tue,5 Jan 1982,7:02pm,00:24:13,8.60m,,,84,"The Zero Room is gone and the Doctor's regeneration is dangerously unstable. To help him, Tegan locates the tranquil world of Castrovalva and the TARDIS heads there."
556,Castrovalva: Part Three,Mon,11 Jan 1982,6:55pm,00:23:35,10.20m,,,47,"Something is wrong with Castrovalva, but the Portreeve cannot help the Doctor identify the problem. And the Master is taunting Adric, caught in his web of power"
557,Castrovalva: Part Four,Tue,12 Jan 1982,7:05pm,00:24:12,10.40m,,,46,"As recursive occlusion threatens to destroy everything and everyone in Castrovalva, the Master's space/time trap is revealed, with Adric at its heart..."
558,Four To Doomsday: Part One,Mon,18 Jan 1982,6:56pm,00:23:36,8.40m,,,66,"The arrival of the TARDIS is observed by three Urbankans via their manopticon devices. Intrigued, they begin dividing the Doctor's friends, and disguising themselves as humans"
559,Four To Doomsday: Part Two,Tue,19 Jan 1982,7:05pm,00:24:11,8.80m,,,61,"As the Doctor meets the representatives of humanity aboard the Urbankan ship, a Grecian philosopher reveals a bizarre secret about Monarch and his methods"
560,Four To Doomsday: Part Three,Mon,25 Jan 1982,6:56pm,00:24:09,8.80m,,,63,"Panicking, Tegan accidentally pilots the TARDS into space. Meanwhile Lin Fitu betrays the Doctor and Bigon to Monarch, who demands they be beheaded as punishment."
561,Four To Doomsday: Part Four,Tue,26 Jan 1982,7:06pm,00:24:53,9.40m,,,53,The Doctor takes a dangerous spacewalk to rescue Tegan while Nyssa and Bigon keep the Urbankans distracted. Adric decides exactly whose side he is on
562,Kinda: Part One,Mon,1 Feb 1982,6:57pm,00:24:50,8.40m,,,78,"While Nyssa rests, Adric and the Doctor discover a military expedition on Deva Loka. Tegan falls asleep in the forest watched by the Kinda, but they cannot stop her dreams."
563,Kinda: Part Two,Tue,2 Feb 1982,7:04pm,00:24:58,9.40m,,,45,"Sanders meets Panna and Karuna who leave a lasting impression on him, while the Dukkha does the same on Tegan. When Hindle's breakdown begins, the Doctor and Todd are in danger"
564,Kinda: Part Three,Mon,8 Feb 1982,6:56pm,00:24:17,8.50m,,,67,"Aris now carries the mark of the Mara and has gained voice, so Panna shows the Doctor and Todd exactly what the past, present and future hold for Deva Loka."
565,Kinda: Part Four,Tue,9 Feb 1982,7:05pm,00:24:28,8.90m,,,56,"As the Mara finally breaks free of its dream dimension, the Kinda must do everything they can to contain it. Hindle's need to destroy everything and everyone is unstoppable"
566,The Visitation: Part One,Mon,15 Feb 1982,6:57pm,00:24:11,9.10m,,,54,The TARDIS lands in 17th century England which is being stalked by a robotic death-like figure. The locals seem to be under a strange mesmeric spell.
567,The Visitation: Part Two,Tue,16 Feb 1982,7:05pm,00:24:26,9.30m,,,48,A Terileptil is living in Sir John's basement and is planning to wipe out mankind with plague rats. It decides to arrange for the Doctor and Richard Mace to be beheaded.
568,The Visitation: Part Three,Mon,22 Feb 1982,6:57pm,00:24:24,9.90m,,,41,"Nyssa and Adric, pursued by the Android, head to the safety of the TARDIS. Meanwhile a mesmerised Tegan prepares to unleash the rats on the Doctor and Mace..."
569,The Visitation: Part Four,Tue,23 Feb 1982,7:05pm,00:23:32,10.10m,,,40,"The Doctor discovers more Terileptil criminals in hiding in London. As he battles them, their soliton gas generator explodes, setting the city ablaze..."
570,Black Orchid: Part One,Mon,1 Mar 1982,6:56pm,00:24:56,9.90m,,,57,"A murder is committed in Cranleigh Hall. The Cranleighs ask the Doctor to play cricket and then join them for a masked ball, enabling the killer to hide in plain sight."
571,Black Orchid: Part Two,Tue,2 Mar 1982,7:04pm,00:24:41,10.10m,,,55,"The Doctor stands accused, despite Lady Cranleigh knowing he is innocent. What is the secret she is protecting that allows her to let an honest man go to jail?"
572,Earthshock: Part One,Mon,8 Mar 1982,6:56pm,00:24:22,9.10m,,,45,"Deadly androids are protecting a bomb buried beneath the Earth from all investigation. However, the Doctor manages to disable it, alerting its owners  the Cybermen..."
573,Earthshock: Part Two,Tue,9 Mar 1982,7:05pm,00:24:23,8.80m,,,50,"With her crew vanishing mysteriously, Captain Briggs assumes the Doctor is the guilty party, but the traitor is closer to home as are the Cybermen."
574,Earthshock: Part Three,Mon,15 Mar 1982,6:57pm,00:24:24,9.80m,,,32,"The Cybermen are released from their silos and are on the march, attacking Briggs's crew and ensuring that the freighter remains on course for Earth. But why?"
575,Earthshock: Part Four,Tue,16 Mar 1982,7:03pm,00:24:28,9.60m,,,40,The Doctor realises the freighter is now a huge bomb and sends it back through time where it can explode millions of years ago... but Adric is still aboard...
576,Time-Flight: Part One,Mon,22 Mar 1982,6:57pm,00:24:56,10.00m,,,26,"When a Speedbird Concorde disappears back through a crack in time, the Doctor takes another Concorde to follow its trail, unaware that a mysterious conjuror, Kalid, waits for him."
577,Time-Flight: Part Two,Tue,23 Mar 1982,7:05pm,00:23:58,8.50m,,,48,"After an encounter with the Plasmatons, Nyssa is possessed by strange aliens while the Doctor, joined by Professor Hayter, investigates Kalid's inner sanctum."
578,Time-Flight: Part Three,Mon,29 Mar 1982,6:56pm,00:24:29,8.90m,,,46,"From within their sarcophagus, the gestalt Xeraphin are communicating through Nyssa. But their psychic energy is so powerful it may destroy her body completely."
579,Time-Flight: Part Four,Tue,30 Mar 1982,6:51pm,00:24:30,8.10m,,,64,"The Master's TARDIS is repaired and the Doctor must follow him back to 20th century Heathrow, once he has rescued all the passengers and crew from both Concordes."
580,Arc of Infinity: Part One,Mon,3 Jan 1983,6:45pm,00:24:37,7.20m,,69.0,74,"During a clandestine meeting on Gallifrey, the Doctor has been chosen to be a part of a terrible act. Unaware, the Doctor and Nyssa trace something odd to Amsterdam"
581,Arc of Infinity: Part Two,Wed,5 Jan 1983,6:46pm,00:24:42,7.30m,,70.0,66,Commander Maxil doesn't believe the Doctor is innocent and reckons the easiest way to stop the evil being reborn on Gallifrey would be to kill him before the bonding can occur
582,Arc of Infinity: Part Three,Tue,11 Jan 1983,6:51pm,00:24:37,6.90m,,67.0,89,"President Borusa thinks the creature has been defeated but within the Matrix, the Doctor unmasks Omega and realises the threat to the matter universe is far from over"
583,Arc of Infinity: Part Four,Wed,12 Jan 1983,6:46pm,00:24:28,7.20m,,66.0,82,"Omega has been reborn in Amsterdam in the Doctor's form, but the transference hasn't worked. The Doctor pursues him through the city, aware Omega is now a walking anti-matter bomb"
584,Snakedance: Part One,Tue,18 Jan 1983,6:50pm,00:24:26,6.70m,,65.0,95,"Five hundred years after being exiled, the Mara is returning home to the planet Manussa. And it is using Tegan's subconscious to get there in the TARDIS"
585,Snakedance: Part Two,Wed,19 Jan 1983,6:46pm,00:24:35,7.70m,,66.0,75,"As Tegan tries to rid her mind of the Mara forever, the Doctor learns about the Little Mind's Eye crystal, while coping with the local politics of the Federator..."
586,Snakedance: Part Three,Tue,25 Jan 1983,6:50pm,00:24:29,6.60m,,67.0,66,"As Tegan and Lon combine to give the Mara access back to reality, the Doctor locates the Great Mind's Eye crystal but realises it is instrumental in the Mara's plan."
587,Snakedance: Part Four,Wed,26 Jan 1983,6:44pm,00:24:29,7.40m,,67.0,74,"The Doctor and the original snakedancer Dojeen work to rid the planet of the malign Mara once and for all, but it has the whole of Manussa in its psychic grip now"
588,Mawdryn Undead: Part One,Tue,1 Feb 1983,6:50pm,00:24:03,6.50m,,67.0,103,"Caught in a warp ellipse, the TARDIS is drawn to a huge spacecraft orbiting Earth whereupon the Doctor is separated in space and time from Nyssa and Tegan."
589,Mawdryn Undead: Part Two,Wed,2 Feb 1983,6:46pm,00:24:33,7.50m,,70.0,83,"At Brendon School, the Doctor enlists the help of the Brigadier. At Brendon School, Tegan enlists the help of the Brigadier. Same man, but different time periods..."
590,Mawdryn Undead: Part Three,Tue,8 Feb 1983,6:49pm,00:24:32,7.40m,,67.0,84,"Mawdryn and his eternal mutants reveal the truth: they are exiles, they are in pain and need the Doctor's his future 'lives', as afforded by each of his remaining regenerations."
591,Mawdryn Undead: Part Four,Wed,9 Feb 1983,6:47pm,00:24:33,7.70m,,68.0,78,"As the Doctor's ethics are challenged and the two Brigadiers finally meet, Turlough plots with the Black Guardian to bring the Time Lord down once and for all..."
592,Terminus: Part One,Tue,15 Feb 1983,6:54pm,00:24:58,6.80m,,65.0,86,"Turlough sabotages the TARDIS causing it to fuse with the space station Terminus. Trying to separate the two, the Doctor encounters a couple of space pirates."
593,Terminus: Part Two,Wed,16 Feb 1983,6:46pm,00:24:40,7.50m,,67.0,75,"While the other Vanir dealt with their hydromel, the curious Bor took a journey to try and solve the mystery at the heart of Terminus itself. And now he knows the secrets"
594,Terminus: Part Three,Tue,22 Feb 1983,6:54pm,00:24:39,6.50m,,64.0,97,"Trapped with the Lazars, Nyssa tries to find a way to help them while the Doctor and Kari find the original pilot of Terminus and realise his mistake is about to be repeated..."
595,Terminus: Part Four,Wed,23 Feb 1983,6:46pm,00:24:49,7.40m,,67.0,80,"The Garm and the pirates stop Terminus setting off a second Big Bang, while the Vanir fight between themselves for their future. Meanwhile Nyssa makes a monumental decision..."
596,Enlightenment: Part One,Tue,1 Mar 1983,6:55pm,00:24:12,6.60m,,67.0,89,The TARDIS's power is drained away just as the Doctor receives a dire warning from the White Guardian. He soon finds himself drawn into a strange race through the stars...
597,Enlightenment: Part Two,Wed,2 Mar 1983,6:45pm,00:24:23,7.20m,,65.0,76,"While Tegan has to cope with the unwelcome attention of Marriner, the Doctor realises that Striker and his officers are Eternals and that the human crew mean nothing to them..."
598,Enlightenment: Part Three,Tue,8 Mar 1983,6:54pm,00:24:40,6.20m,,68.0,99,"Captain Wrack manipulates Turlough, because she is also working for the Black Guardian. During an Eternals party she places a bomb aboard Striker's ship."
599,Enlightenment: Part Four,Wed,9 Mar 1983,6:46pm,00:24:34,7.30m,,70.0,68,The race for the Enlightenment is over and a winner has been crowned. But Turlough must make a decision and it's one the Doctor and Tegan cannot help him with...
