episodenbr,role,name
713,Krillitane Teacher,Steve Darling (uncredited)
713,Krillitane Teacher,Carl Carew (uncredited)
713,Krillitane Teacher,Glen Jones (uncredited)
713,Krilltane School Nurse,Susan Casanove (uncredited)
713,Krillitane Teacher,Matthew John (uncredited)
713,Krillitane Nurse,Susan Cazenove (uncredited)
713,ADR,Nicholas Wilkes (uncredited)
713,ADR,Paul Ganney (uncredited)
713,ADR,Vernon Keeble-Watson (uncredited)
713,ADR,Paula Keogh (uncredited)
713,ADR,Hannah Welch (uncredited)
713,ADR,Lindsay Hollingsworth (uncredited)
714,The Doctor,David Tennant
714,Rose Tyler,Billie Piper
714,Mickey Smith,Noel Clarke
714,Reinette,Sophia Myles
714,King Louis XV,Ben Turner
714,Reinette,Jessica Atkins
714,Katherine,Angel Coulby
714,Manservant,Gareth Wyn Griffiths
714,Clockwork Man,Paul Kasey
714,Clockwork Woman,Ellen Thomas
714,Alien Voice,Jonathan Hart
714,Alien Voice,Emily Joyce
714,Stunt Double for The Doctor,Peter Miles
714,Male Droid,Sean Palmer (uncredited)
714,Ballroom Guest,Fionnula Rochford (uncredited)
714,Ballroom Guest,Ellen Florence (uncredited)
714,Ballroom Guest,Phillipa Treverton-Jones (uncredited)
714,Ballroom Guest,Ann Chinca (uncredited)
714,Ballroom Guest,Rhiannon Ward (uncredited)
714,Ballroom Guest,Jason Hayes (uncredited)
714,Ballroom Guest,Nick Barton (uncredited)
714,Ballroom Guest,Robert Huguenin (uncredited)
714,Picnic Lady,Natalia Russell (uncredited)
714,Picnic Lady,Patricia Croughan (uncredited)
714,Queen Maria Leszczynska,Gail Anne Felton (uncredited)
714,Picnic Man,Colum Sanson Regan (uncredited)
714,Picnic Man,Howard Hall (uncredited)
714,Clockwork Robot,Agnieszka Blonska (uncredited)
714,Footman,Andrew Bullivant (uncredited)
714,Courtier,Julian Hensey (uncredited)
714,Courtier,Howard Goode (uncredited)
714,Female Droid Double,Romina Chiappa (uncredited)
714,Male Droid,Marc Rees (uncredited)
714,Male Droid,Neil Davies (uncredited)
714,Female Droid,Aga Blonska (uncredited)
714,Female Droid,Caroline Sabin (uncredited)
714,Female Droid,Marega Palsar (uncredited)
714,Felton Queen,Gayle Anne (uncredited)
714,ADR,Stephen Bracken-Keogh (uncredited)
714,ADR,Nina Kitt (uncredited)
714,ADR,Paul Ganney (uncredited)
714,ADR,Wendi Sheard (uncredited)
714,ADR,Nicholas Wilkes (uncredited)
714,ADR,Hannah Welch (uncredited)
714,ADR,Daryl Adcock (uncredited)
715,The Doctor,David Tennant
715,Rose Tyler,Billie Piper
715,Jackie Tyler,Camille Coduri
715,Mickey Smith,Noel Clarke
715,Pete Tyler,Shaun Dingwall
715,John Lumic,Roger Lloyd Pack
715,Jake Simmonds,Andrew Hayden-Smith
715,The President,Don Warrington
715,Rita-Anne Smith,Mona Hammond
715,Mrs Moore,Helen Griffin
715,Mr. Crane,Colin Spaull
715,Dr. Kendrick,Paul Antony-Barber
715,Morris,Adam Shaw
715,Soldier,Andrew Ufondo
715,Newsreader 1,Duncan Duff
715,Cyber Leader,Paul Kasey
715,Cybermen's voice,Nicholas Briggs
715,Stunt Cybermen,James O'Dee
715,Ricky Smith,Noel Clarke (uncredited)
715,Cyberman,Ruari Mears (uncredited)
715,Cyberman,Natascha Mortee (uncredited)
715,Waitresses,Sarah Vaughton (uncredited)
715,Waiter,Nick Madge (uncredited)
715,Waiter,Joseph Lippiatt (uncredited)
715,Lumic Guard,Duncan Collins (uncredited)
715,Captain,Paul Burke (uncredited)
715,Navigator,Matthew Gregory (uncredited)
715,Able Seaman,Noel Fitzpatrick (uncredited)
715,Able Seaman,Scott Price (uncredited)
715,Crane's Driver,Tom Munro (uncredited)
715,Lumic Guard,Lee Bradshaw (uncredited)
715,Lumic Guard,David Bremmer (uncredited)
715,Lumic Guard,Marcus Campbell (uncredited)
715,Homeless,Chris Ilston (uncredited)
715,Homeless,Alan Bowden (uncredited)
715,Homeless,Tim Warlock (uncredited)
715,Cyberman,Kevin Wickenden (uncredited)
715,Presidential Security,Gary Organ (uncredited)
715,Cyberman,Gethin Jones (uncredited)
715,Presidential Secret Service,Justin Walters (uncredited)
715,Cyberman,Karl Greenwood (uncredited)
715,Groundsman,David Stock (uncredited)
715,Groundsman,James Hannon (uncredited)
715,Groundsman,Wilson Rodgers (uncredited)
715,Groundsman,Richard Beavis (uncredited)
715,Soldier,Dale Thomas (uncredited)
715,Driver,Steve Grant (uncredited)
715,Crowd,Paul Turp (uncredited)
715,Crowd,Ed Jost (uncredited)
715,Crowd,Alison Grounsell (uncredited)
715,Crowd,Darren Steven (uncredited)
715,Crowd,Owen Griffiths (uncredited)
715,Crowd,John Paul Green (uncredited)
715,Crowd,Vicky Chapple (uncredited)
715,Crowd,Dominik Sacchetti (uncredited)
715,Crowd,Justin Bees (uncredited)
715,Crowd,Simon Hamilton (uncredited)
715,Crowd,Bianca Jones (uncredited)
715,Crowd,Richard Oakley (uncredited)
715,Crowd,Rachel Dax (uncredited)
715,Crowd,Domenico Balasco (uncredited)
715,Crowd,Jason Lloyd Shepherd (uncredited)
715,Crowd,Jaleelah Galbraith (uncredited)
715,Crowd,Patricia Croughan (uncredited)
715,Crowd,Kate Marshall (uncredited)
715,Crowd,Zoe Jeffries (uncredited)
715,Crowd,Keena Anderson (uncredited)
715,Crowd,Lottie Ball (uncredited)
715,Crowd,Susan Morgan (uncredited)
715,Crowd,Olivia T Jones (uncredited)
715,Crowd,Mathew Pardo (uncredited)
715,Crowd,Natalie Burford (uncredited)
715,Crowd,Nigel Burford (uncredited)
715,Youth,Ashley Wills (uncredited)
715,Youth,Duncan Hepple (uncredited)
715,Youth,Alex Quantock (uncredited)
715,Big Issue Seller,Alan Philpott (uncredited)
715,Driving Stunt Double for Mrs Moore,Derek Lea (uncredited)
715,Crowd/Passersby,Lola Alexander (uncredited)
715,Crowd/Passersby,Oleg Kozhanov (uncredited)
715,Crowd/Passersby,Oakwell Muldoon (uncredited)
715,Crowd/Passersby,Gavin Cromwell (uncredited)
715,Homeless,William Adrian (uncredited)
715,Lumic Guard,Nigel Allen (uncredited)
715,Lumic Guard,Peter Brent (uncredited)
715,Mickey Smith,Carey Hartley (uncredited)
715,Party Guest,Jason Gregg (uncredited)
715,Party Guest,John P Morgan (uncredited)
715,Party Guest,Pricilla Rees (uncredited)
715,Party Guest,Clare Brice (uncredited)
715,Party Guest,Pauline Whatley (uncredited)
715,Security,Alan Philpott (uncredited)
715,Security,Steve Apelt (uncredited)
715,Party Guest,Emilia Newman (uncredited)
715,Party Guest,Victor Richards (uncredited)
715,Party Guest,Jorja Welch (uncredited)
715,Party Guest,Claudia Blondeau (uncredited)
715,Party Guest,Gavin Heskith (uncredited)
715,Party Guest,Susanna Jon (uncredited)
715,Party Guest,Suraya Jina (uncredited)
715,Party Guest,Katie Jones (uncredited)
715,Party Guest,Aimee Baldwin (uncredited)
715,Party Guest,Rosie Edwards (uncredited)
715,Party Guest,Glen Row (uncredited)
715,Party Guest,Doug Kirby (uncredited)
715,Party Guest,Pablo Moles (uncredited)
715,Party Guest,Bobby Tee (uncredited)
715,Party Guest,Chester Durant (uncredited)
715,Photographer,Jules Burt (uncredited)
715,Pantechnecon Driver,Tom Munro (uncredited)
715,Cyberman,Ken Hosking (uncredited)
715,Cyberman,Kevin Hudson (uncredited)
715,Cyberman,Joe White (uncredited)
715,Cyberman,Adam Sweet (uncredited)
715,Cyberman,Karl Greenwood (uncredited)
715,Cyberman,J J Angel (uncredited)
715,Cyberman,Peter Symonds (uncredited)
715,Cyberman,Matthew Doman (uncredited)
715,Lumic Guard,Peter Bremner (uncredited)
715,Cyberman,Jon Davey (uncredited)
715,Pantechnecon Driver,Bob Fitts (uncredited)
715,Lumic Guard,Tim Hodges (uncredited)
715,Cyberman,Teilo Trimble (uncredited)
715,Stunt Cybermen,Paul Kennington (uncredited)
715,Stunt Double for Mrs Moore,Shelly Benson (uncredited)
715,ADR,Stephen Bracken-Keogh (uncredited)
715,ADR,Paula Keogh (uncredited)
715,ADR,Paul Ganney (uncredited)
715,ADR,Wendi Sheard (uncredited)
715,ADR,Nicholas Wilkes (uncredited)
715,ADR,Hannah Welch (uncredited)
715,ADR,Vernon Keeble-Watson (uncredited)
715,ADR,Lindsay Hollingsworth (uncredited)
716,The Doctor,David Tennant
716,Rose Tyler,Billie Piper
716,Jackie Tyler,Camille Coduri
716,Mickey Smith,Noel Clarke
716,Pete Tyler,Shaun Dingwall
716,John Lumic,Roger Lloyd Pack
716,Jake Simmonds,Andrew Hayden-Smith
716,Mrs Moore,Helen Griffin
716,Mr. Crane,Colin Spaull
716,Newsreader 1,Duncan Duff
716,Cyber Leader,Paul Kasey
716,Cybermen's voice,Nicholas Briggs
716,Ricky Smith,Noel Clarke (uncredited)
716, Stunt Driving Double for Mrs Moore,Derek Lea
716,Stunt Cybermen,James O'Dee
716,Stunts Performer,Shelly Benson
716,Cyberman,Ruari Mears (uncredited)
716,Cyberman,Natascha Mortee (uncredited)
716,Passerby,Lola Alexander (uncredited)
716,Passerby,Oleg Kozhanov (uncredited)
716,Passerby,Oakwell Muldoon (uncredited)
716,Passerby,Gavin Cromwell (uncredited)
716,Crowd,Robert Cowes (uncredited)
716,Crowd,Daniel Blacker (uncredited)
716,Crowd,Jim Fox (uncredited)
716,Crowd,Alan Wren (uncredited)
716,Rita-Anne Smith,Mona Hammond (uncredited)
716,Crowd,Gemma Whitmore (uncredited)
716,Soldier,Andrew Ufondo (uncredited)
716,Crowd,Lamorna Waters (uncredited)
716,Cyberman,Kevin Wickenden (uncredited)
716,Crowd,Sam Williams (uncredited)
716,Crowd,lain Hampton (uncredited)
716,Cyberman,Karl Greenwood (uncredited)
716,Crowd,Fiona Hepburn (uncredited)
716,Crowd,Ruth Armstrong (uncredited)
716,Crowd,Jacqueline Morris (uncredited)
716,Crowd,Laure Binnie (uncredited)
716,Crowd,Claudio Laurini (uncredited)
716,Crowd,Brian Bowen (uncredited)
716,Crowd,Alison Clist (uncredited)
716,Crowd,Sadie Reid (uncredited)
716,Crowd,Alistair Wood (uncredited)
716,Crowd,Benedict Carter (uncredited)
716,Crowd,Euneta Waithe (uncredited)
716,Crowd,Cheryl Rowlands (uncredited)
716,Crowd,Stacy Wallace (uncredited)
716,Crowd,Colum Sanson Regan (uncredited)
716,Crowd,Jeremy Harvey (uncredited)
716,Crowd,Damian Attwell (uncredited)
716,Crowd,Gary Devonish (uncredited)
716,Crowd,Claire Bonham (uncredited)
716,Crowd,Sian Gunney (uncredited)
716,Crowd,Anthony Brookes (uncredited)
716,Crowd,Gary O'Brian (uncredited)
716,Crowd,Nia Collier (uncredited)
716,Crowd,Fionnula Rochford (uncredited)
716,Cyberman,Gethin Jones (uncredited)
716,Crowd,Laura Meredith (uncredited)
716,Crowd,Jessica Mears (uncredited)
716,Crowd,Kate Constance (uncredited)
716,Crowd,Babette Lhospice (uncredited)
716,Crowd,Dertinder Regazzoli (uncredited)
716,Crowd,Deita Hubbard (uncredited)
716,Crowd,Chelsea Whately (uncredited)
716,Crowd,Becky Barrell (uncredited)
716,Crowd,Selena Wilcox (uncredited)
716,Crowd,Sain Struel (uncredited)
716,Crowd,Jade Laing (uncredited)
716,Crowd,Cath Cornforth (uncredited)
716,Crowd,Joanne Symon (uncredited)
716,Crowd,Emma Raine Walker (uncredited)
716,Crowd,Johanna Moon (uncredited)
716,Crowd,Anita Rice (uncredited)
716,Crowd,Natalie Cuzner (uncredited)
716,Crowd,Kirsty Alderton (uncredited)
716,Crowd,Simon Clancy (uncredited)
716,Crowd,James Young (uncredited)
716,Crowd,Malcolm Orr (uncredited)
716,Crowd,Jeff Clark (uncredited)
716,Crowd,Kwesi Gepi Attee (uncredited)
716,Crowd,Wayne Closier (uncredited)
716,Crowd,Elliot Curtis (uncredited)
716,Crowd,Derek Appau (uncredited)
716,Crowd,Kevin Pugsley (uncredited)
716,Crowd,James Emtage (uncredited)
716,Crowd,Alan Paget (uncredited)
716,Crowd,Graham O'Malley (uncredited)
716,Crowd,Matthew John (uncredited)
716,Crowd,Matthew Cox (uncredited)
716,Crowd,Matthew Goddard (uncredited)
716,Crowd,Phil Jarrett (uncredited)
716,Crowd,Charlie Rose (uncredited)
716,Double for Mickey/Ricky,Cleve Berarey (uncredited)
716,Lumic Guard,Simon Davey (uncredited)
716,Lumic Guard,Michael Green (uncredited)
716,Crowd,Kyle Davies (uncredited)
716,Crowd,Mike Mills (uncredited)
716,Crowd,Howard Hill (uncredited)
716,Crowd,Emily Moore (uncredited)
716,Crowd,Nikki Clews (uncredited)
716,Crowd,Simon Clews (uncredited)
716,Crowd,Phil Beale (uncredited)
716,Crowd,Alain Glet (uncredited)
716,Crowd,Andy Watts (uncredited)
716,Crowd,Warren Johnson (uncredited)
716,Crowd,Katie Lewis (uncredited)
716,Crowd,Richard Oxenham (uncredited)
716,Crowd,Justin Claridge (uncredited)
716,Crowd,Anthony Moulton (uncredited)
716,Crowd,Durine Howell (uncredited)
716,Crowd,Heidi Hollis (uncredited)
716,Crowd,Helen Lennox (uncredited)
716,Crowd,Anna Rudolph (uncredited)
716,Crowd,Aimee Dewitt (uncredited)
716,Crowd,Darpan Kaur (uncredited)
716,Crowd,Holly Surman (uncredited)
716,Crowd,Toni Rice (uncredited)
716,Crowd,Rebecca Evans (uncredited)
716,Crowd,Gayle Lewis (uncredited)
716,Crowd,Jennifer Pierce (uncredited)
716,Crowd,Claire Pennington (uncredited)
716,Crowd,Jason Parkes (uncredited)
716,Crowd,Genevieve Swift (uncredited)
716,Crowd,Kevin Hollis (uncredited)
716,Stunt Cybercontroller,Paul Kennington (uncredited)
716,ADR,Stephen Bracken-Keogh (uncredited)
716,ADR,Paula Keogh (uncredited)
716,ADR,Paul Ganney (uncredited)
716,ADR,Wendi Sheard (uncredited)
716,ADR,Nicholas Wilkes (uncredited)
716,ADR,Hannah Welch (uncredited)
716,ADR,Vernon Keeble-Watson (uncredited)
716,ADR,Lindsay Hollingsworth (uncredited)
717,The Doctor,David Tennant
717,Rose Tyler,Billie Piper
717,The Wire,Maureen Lipman CBE
717,Mr. Magpie,Ron Cook
717,Eddie Connolly,Jamie Foreman
717,Rita Connolly,Debra Gillett
717,Tommy,Rory Jennings
717,Grandma Connolly,Margaret John
717,Detective Inspector Bishop,Sam Cox
717,Crabtree,Ieuan Rhys
717,Aunt Betty,Jean Challis
717,Security Guard,Christopher Driscoll
717,Mrs Gallagher,Marie Lewis
717,Stunt Double for the Doctor,Gordon Seed
717,Stunt Double for Thug,Steve Griffin
717,Stunt Double for Crabtree,Rocky Taylor
717,Stunt Double for The Doctor,Ray De-Haan
717, Stunt Double for Rose Tyler,Sarah Franzl
717,Bus Driver,Ian Barlow (uncredited)
717,Riding Double for the Doctor,Martyn Darby (uncredited)
717, Riding Double for Rose Tyler,Toni Rice (uncredited)
717,Mr Gallagher,John Jenner (uncredited)
717,Thug,Jason Stevens (uncredited)
717,Bishops Driver,Dominic Kynaston (uncredited)
717,Dad,Paul Starsky (uncredited)
717,Local,John Dignam (uncredited)
717,Local,Tom Boulding (uncredited)
717,Local,Paul Starsky (uncredited)
717,Local,Joanna Brown (uncredited)
717,Local,Lesley Dring (uncredited)
717,Local,Jason Hayes (uncredited)
717,Local,Phillipa Burt (uncredited)
717,Local,jo Dibble (uncredited)
717, Riding Double for The Doctor,Pat Deacy (uncredited)
717,Driver,Brian Winstone (uncredited)
717,Driver,Graham Jones (uncredited)
717,Market Worker,Gareth Long (uncredited)
717,Market Worker,Trevor Payne (uncredited)
717,Stunt Double for Grandma Connolly,Dave Forman (uncredited)
717, Double for Grandma Connolly,John Jenner (uncredited)
717,Faceless Crowd,Dominic Mancienne (uncredited)
717,Faceless Crowd,Richard Mancienne (uncredited)
717,Faceless Crowd,Debbie Reid (uncredited)
717,Faceless Crowd,Natasha Mottee (uncredited)
717,Faceless Crowd,Vincent Warltire (uncredited)
717,Faceless Crowd,Damiem Mantoulan (uncredited)
717,Faceless Crowd,Dayve Dean (uncredited)
717,Faceless Crowd,Chris Richards (uncredited)
717,Faceless Crowd,James McLeod (uncredited)
717,Faceless Crowd,Richard Knott (uncredited)
717,Faceless Crowd,Stuart Dorrance (uncredited)
717,Faceless Crowd,Gregg Bennett (uncredited)
717,Faceless Crowd,Adam Chilvers (uncredited)
717,Faceless Crowd,Lynsey Muir (uncredited)
717,Faceless Crowd,Wendy Hobbs (uncredited)
717,Faceless Crowd,Anita Rice (uncredited)
717,Faceless Crowd,Anna Rudolph (uncredited)
717,Faceless Crowd,Suzanne Burgess (uncredited)
717,Faceless Crowd,Diane Dawson (uncredited)
717,Faceless Crowd,Karen Dorrance (uncredited)
717,Faceless Crowd,Catherine Olding (uncredited)
717,Rita's Sister,Liz Edney (uncredited)
717,Rita's Brother-in-law,Dai Murphy (uncredited)
717,Rita's Nephew,Christian Byard (uncredited)
717,Rita's Cousin,Simon Howells (uncredited)
717,Rita's Cousins Wife,Katy Finbar (uncredited)
717,Uncle John,Richard Randall (uncredited)
717,Child,Lara Phillipart (uncredited)
717,Child,Conner Edwards (uncredited)
717,Local,Simon Challis (uncredited)
717,Local,Levi James (uncredited)
717,Local,Anthony Churchill (uncredited)
717,Local,Eryl Vaughan (uncredited)
717,Local,Annisia (uncredited)
717,Local,Natalie Danks-Smith (uncredited)
717,White Kid,Chris Jenkins (uncredited)
717,White Kid,Jordan Struel (uncredited)
717,Studio Staff,Behnaz Akghar (uncredited)
717,Studio Staff,Dixie Dickenson (uncredited)
717,Studio Staff,Gareth Gethin Evans (uncredited)
717,Studio Staff,Andy Mayo (uncredited)
717,Studio Staff,Alex Ford Robertson (uncredited)
717,Party Guests,Dominic Mancienne (uncredited)
717,Party Guests,Richard Mancienne (uncredited)
717,Party Guests,Marium Mundy (uncredited)
717,Party Guests,Natasha Mottee (uncredited)
717,Party Guests,Vincent Warltire (uncredited)
717,Party Guests,Chris Richards (uncredited)
717,Party Guests,Dayve Dean (uncredited)
717,Party Guests,Wayne Closier (uncredited)
717,Party Guests,James McLeod (uncredited)
717,Party Guests,Richard Knott (uncredited)
717,Party Guests,Stuart Dorrance (uncredited)
717,Party Guests,Gregg Bennett (uncredited)
717,Party Guests,Adam Chilvers (uncredited)
717,Party Guests,Wendy Hobbs (uncredited)
717,Party Guests,Anita Rice (uncredited)
717,Party Guests,Ann Marie Hollyoake (uncredited)
717,Party Guests,Karen Swan (uncredited)
717,Party Guests,Diane Dawson (uncredited)
717,Party Guests,Karen Dorrance (uncredited)
717,Party Guests,Catherine Olding (uncredited)
717,Party Guests,Kenesha Brown (uncredited)
717,Party Guests,Paul Lofts (uncredited)
717,Party Guests,Suzanne Burgess (uncredited)
717,Party Guests,Joanna Crozier (uncredited)
717,Party Kids,Casey McDonald (uncredited)
717,Party Kids,India Davies (uncredited)
717,Party Kids,Unknown (uncredited)
717,Party Kids,Chris Jenkins (uncredited)
717,Party Kids,Jordan White (uncredited)
717,Party Kids,lack Walker (uncredited)
717,ADR,Paula Keogh (uncredited)
717,ADR,Nicholas Cater (uncredited)
717,ADR,Hannah Welch (uncredited)
717,ADR,Lindsay Hollingsworth (uncredited)
717,ADR,Daryl Adcock (uncredited)
717,ADR,Stephen Bracken-Keogh (uncredited)
718,The Doctor,David Tennant
718,Rose Tyler,Billie Piper
718,Mr. Jefferson,Danny Webb
718,Zachary Cross Flane,Shaun Parkes
718,Ida Scott,Claire Rushbrook
718,Toby Zed,Will Thorp
718,Danny Bartock,Ronny Jhutti
718,Scooti Manista,MyAnna Buring
718,Ood,Paul Kasey
718,Voice of the Beast,Gabriel Woolf
718,Voice of the Ood,Silas Carson
718,Ood,Karl Greenwood (uncredited)
718,Ood,Ruari Mears (uncredited)
718,Ood,Joe White (uncredited)
718,Ood,Adam Sweet (uncredited)
718,Ood,Marc Llewellyn-Thompson (uncredited)
718,Ood,Lewis Drew (uncredited)
718,Ood,Stephen Reynolds (uncredited)
718,Ood,Scott Baker (uncredited)
718,Ood,Andy Jones (uncredited)
718,Ood,Claudio Laurini (uncredited)
718,Ood,Richard Tunesi (uncredited)
718,Sanctuary Base Guard,Lianna Stewart (uncredited)
718,Sanctuary Base Guard,Christian Arthur (uncredited)
718,Computer Voice (Sanctuary Base),Ceres Doyle (uncredited)
719,The Doctor,David Tennant
719,Rose Tyler,Billie Piper
719,Mr Jefferson,Danny Webb
719,Zachary Cross Flane,Shaun Parkes
719,Ida Scott,Claire Rushbrook
719,Toby Zed,Will Thorp
719,Danny Bartock,Ronny Jhutti
719,Ood,Paul Kasey
719,Voice of the Beast,Gabriel Woolf
719,Voice of the Ood,Silas Carson
719,Ood,Karl Greenwood (uncredited)
719,Ood,Ruari Mears (uncredited)
719,Ood,Joe White (uncredited)
719,Ood,Adam Sweet (uncredited)
719,Ood,Marc Llewellyn-Thompson (uncredited)
719,Ood,Lewis Drew (uncredited)
719,Ood,Stephen Reynolds (uncredited)
719,Ood,Scott Baker (uncredited)
719,Ood,Andy Jones (uncredited)
719,Ood,Claudio Laurini (uncredited)
719,Ood,Richard Tunesi (uncredited)
719,Sanctuary Base Guard,Lianna Stewart (uncredited)
719,Sanctuary Base Guard,Christian Arthur (uncredited)
719,Computer Voice (Sanctuary Base),Ceres Doyle (uncredited)
720,The Doctor,David Tennant
720,Rose Tyler,Billie Piper
720,Jackie Tyler,Camille Coduri
720,Victor Kennedy,Peter Kay
720,Elton Pope,Marc Warren
720,Ursula Blake,Shirley Henderson
720,Mr Skinner,Simon Greenall
720,Bridget,Moya Brady
720,Bliss,Kathryn Drysdale
720,The Hoix,Paul Kasey
720,Mrs Croot,Bella Emberg
720,Elton's Mum,Lamorna Chappell (uncredited)
